Public Identifier,Profile Link,Full Name,Subtitle,Comment Url,comments,Like Count,Comment Count,Is Reply,Is Author,Comment Time,comment_length,sentiment,mood,target,processed_comments
ACoAAAA-oIkBQ0Hb84jEaHWvxfj-QxQfubyxCdY,https://www.linkedin.com/in/ACoAAAA-oIkBQ0Hb84jEaHWvxfj-QxQfubyxCdY,David Christopher Lee SEO,"Creative AI SEO Content/Photo Strategies for Brands, Celebrities, and Entrepreneurs",https://www.linkedin.com/feed/update/urn:li:activity:7128109646556381184?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128109646556381184%2C7128112988602986497%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128112988602986497%2Curn%3Ali%3Aactivity%3A7128109646556381184%29,Congratulations on taking the brave step of sharing your story! Looking forward to hearing it. ,1,2,False,False,"11/8/2023, 8:16:10 PM",95,0.8858,positive,0,congratulation taking brave step sharing story looking forward hearing
ACoAABNNGYgB84BKFKTVQYO0k2fsnPTiY8bUEL8,https://www.linkedin.com/in/ACoAABNNGYgB84BKFKTVQYO0k2fsnPTiY8bUEL8,"Kari Mortenson, PCM®, CDMP",Adobe Marketo Certified Expert | Program Manager | Direct Marketing Manager,https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128431546717401089%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128431546717401089%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,This is an epic collaboration! ,3,6,False,False,"11/9/2023, 5:22:00 PM",31,0.0,neutral,1,epic collaboration
ACoAACQm8WwBIf9bZpFx5bykSem12olPKGwxjAU,https://www.linkedin.com/in/ACoAACQm8WwBIf9bZpFx5bykSem12olPKGwxjAU,Heather Elliott,"Marketing Librarian & Creative Designer || Expert in Information Organization, Graphic Design, & Digital Engagement",https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128436329981374464%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128436329981374464%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,"Ah-Mah-Zing Session. 

AI, What it could be to you: Your fairy ?? godmother, ?? wing person, ?? mansplainer, or ??? a therapist! Here for the brainstorming, help you over some writing hurdles, explain things (but you're in charge, insert evil laugh here), and listen to your problems without judgment. 

PS - I so want to know what books are on your shelf! 
",8,6,False,False,"11/9/2023, 5:41:01 PM",363,-0.3824,negative,2,ah mah zing session ai could fairy godmother wing person mansplainer therapist brainstorming help writing hurdle explain thing charge insert evil laugh listen problem without judgment p want know book shelf
ACoAABDavasBV8-8J8P8XkvCJeC8DeLJx4NtmGk,https://www.linkedin.com/in/ACoAABDavasBV8-8J8P8XkvCJeC8DeLJx4NtmGk,Millie Moad-Hageman,"Content Strategist | Generative AI | Email Marketing for Aging Services, Real Estate & Healthcare",https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128439403001122817%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128439403001122817%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,such a valuable session - hearing from the industry greats really inspires me to do more! ,2,2,False,False,"11/9/2023, 5:53:13 PM",90,0.7639,positive,0,valuable session hearing industry great really inspires
ACoAAAEq8MMBP31th7SXkhhHppABvyAmx11O47c,https://www.linkedin.com/in/ACoAAAEq8MMBP31th7SXkhhHppABvyAmx11O47c,Jay Schwedelson,Founder SubjectLine.com & President and CEO Outcome Media [Worldata Group] & Founder GURU Events,https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128436960364240896%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128436960364240896%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,Ann Handley YOU ARE AMAZING!!! I already can't wait to have you back at GURU Conference 2024!!!!! THANK YOU! #swifties ,8,2,False,False,"11/9/2023, 5:43:31 PM",119,0.873,positive,0,ann handley amazing already wait back guru conference thank swifties
ACoAAAG1wXUB3gg_TJAepkmXLRykU0I7NKg-N2g,https://www.linkedin.com/in/ACoAAAG1wXUB3gg_TJAepkmXLRykU0I7NKg-N2g,Doug Dennison,CEO at mailninja.co,https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128433250456227842%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128433250456227842%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,"Sounds like an awesome discussion, wish I could've been there! ??",2,1,False,False,"11/9/2023, 5:28:46 PM",65,0.8736,positive,0,sound like awesome discussion wish could
ACoAAD51nLsBgsVNdsofiYfadT5A01Af0HFMl8k,https://www.linkedin.com/in/ACoAAD51nLsBgsVNdsofiYfadT5A01Af0HFMl8k,Reggie A.,Head of Customer Experience at Vista Social | A decade in Social Media Marketing,https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128434046279307264%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128434046279307264%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,"Sounds like an engaging and diverse discussion! Email is far from dead, it's thriving!",2,1,False,False,"11/9/2023, 5:31:56 PM",86,-0.2462,negative,2,sound like engaging diverse discussion email far dead thriving
ACoAAAmkfMYBR4WUED2GurEx3QTcxkdyTQN-eFc,https://www.linkedin.com/in/ACoAAAmkfMYBR4WUED2GurEx3QTcxkdyTQN-eFc,Tamara Gabbard,Digital Marketing Consultant for Creative Entrepreneurs | Communications and Messaging Strategist | Neuroplasticity and Holistic Mindset Coach | Writer,https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128509960753180672%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128509960753180672%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,"Don't forget GPT MANSPLAININ', that was funny! Thanks Ann Handley for always Over Delivering! ",2,2,False,False,"11/9/2023, 10:33:35 PM",94,0.7935,positive,0,forget gpt mansplainin funny thanks ann handley always delivering
ACoAAAAvuXcBhzUH7MFhtWLBMNbaGS04oeL_hSs,https://www.linkedin.com/in/ACoAAAAvuXcBhzUH7MFhtWLBMNbaGS04oeL_hSs,Ginger Zumaeta,Storyteller | Messaging Strategist | Investor | Latina - Open to Board Roles,https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128433860991717377%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128433860991717377%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,"Dang, I missed this and it sounds like a doozy. Any place to watch it after the fact?",5,4,False,False,"11/9/2023, 5:31:12 PM",85,0.0772,neutral,1,dang missed sound like doozy place watch fact
ACoAAACNvE8BkRBktiU103SwCAeMdWS_-E9jG14,https://www.linkedin.com/in/ACoAAACNvE8BkRBktiU103SwCAeMdWS_-E9jG14,Martin Smith,DJ Graffiti | The Keynote DJ | Insurance Against Boring Corporate Events | The Energy You Didn't Know You Needed,https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128499576218554368%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128499576218554368%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,"I hope this comment finds you well...

Great job swiftly turning Taylor's strength in staying connected over time into a metaphor about what we have to do with our audiences! ???? ",3,1,False,False,"11/9/2023, 9:52:20 PM",182,0.9281,positive,0,hope comment find well great job swiftly turning taylor strength staying connected time metaphor audience
ACoAAALee4sBbOmGfsrnUnNZS77alSSsZoPfyFQ,https://www.linkedin.com/in/ACoAAALee4sBbOmGfsrnUnNZS77alSSsZoPfyFQ,"Jami Hornbuckle, Ed.D ??","Difference Maker at 3 Enrollment Marketing, Inc. | ?? The Thinking Marketer",https://www.linkedin.com/feed/update/urn:li:activity:7128429813949718530?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128429813949718530%2C7128706087981105153%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128706087981105153%2Curn%3Ali%3Aactivity%3A7128429813949718530%29,This was absolute fire. ,1,1,False,False,"11/10/2023, 11:32:56 AM",24,-0.34,negative,2,absolute fire
ACoAAAKvYzwBxXCc9PjOqdliyw-tiyScbaoKhx0,https://www.linkedin.com/in/ACoAAAKvYzwBxXCc9PjOqdliyw-tiyScbaoKhx0,Vineet Sinha,Senior Product Manager at Sense,https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128787084433113088%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128787084433113088%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,Word ????,2,1,False,False,"11/10/2023, 4:54:47 PM",9,0.0,neutral,1,word
ACoAAAAAMLMBS_9s9n__IV_BRQR1-aWZbjDIKMQ,https://www.linkedin.com/in/ACoAAAAAMLMBS_9s9n__IV_BRQR1-aWZbjDIKMQ,Evan Kirstel B2B TechFluencer,"Create??Publish ??? Amplify?? Tech Influencer/Analyst, Content Creator w/550K Social Media followers, Deep Expertise in Enterprise ?? Cloud ??5G ??AI ??Telecom ?? CX ?? Cyber ?? DigitalHealth. TwitterX@evankirstel",https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128813476809953281%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128813476809953281%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,This is fascinating! I would love to hear more about how AI is transforming executive thought leadership on my podcast. Would you be interested?,2,0,False,False,"11/10/2023, 6:39:39 PM",144,0.8932,positive,0,fascinating would love hear ai transforming executive thought leadership podcast would interested
ACoAAACQPmoB2OL6tWoksPNyCwpBpSeg-ttZZdo,https://www.linkedin.com/in/ACoAAACQPmoB2OL6tWoksPNyCwpBpSeg-ttZZdo,Hussein Hallak,"Founder of Momentable.Art ?? | Author of The Dark Art of Life Mastery: Your Life, Your Way, Right Here, Right Now",https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128968992685248513%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128968992685248513%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,"What are the prompts you used and how did you train it? Did you provide previous articles? Did you give it a little more about your personality?
Curious ??",2,0,False,False,"11/11/2023, 4:57:37 AM",156,0.504,positive,0,prompt used train provide previous article give little personality curious
ACoAAAQuWYcB2xUYK7kRQfODP3QlKWID7XmgAMg,https://www.linkedin.com/in/ACoAAAQuWYcB2xUYK7kRQfODP3QlKWID7XmgAMg,Christina Minshull,"Founder, The Brand Audit | Ex-LinkedIn | LinkedIn Top Voice",https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128844404827512833%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128844404827512833%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,"Ryan, while I’m a huge advocate of the AI revolution and think it can be used for basic copywriting or refining one’s content, I do not believe current AI models are sophistated enough to create meaningful Executive thought leadership wholly. 

A few reasons for why:

It lacks personal experience. 
??Thought leadership relies on personal insights, stories, anecdotes and in-depth industry knowledge. This is often very nuanced and hard to fake.

Inability to Stay Relevant 
??The best thought leadership is often reactions or commentary on current events. Most AI models have a delay and are not able to tap in the most current trends and news developments. 

Risk of Bias and Not Including Diverse perspectives 
??We all know AI models are faulty in this area. Even if it’s trained on your own voice it may not overcome these. 

Human Emotion & Empathy
??Engaging thought leadership requires the writer to be highly empathetic and tap into the emotions of the audience. Humans can adapt their message for context but AI had difficulty doing this.",4,0,False,False,"11/10/2023, 8:42:33 PM",1063,-0.4931,negative,2,ryan huge advocate ai revolution think used basic copywriting refining one content believe current ai model sophistated enough create meaningful executive thought leadership wholly reason lack personal experience thought leadership relies personal insight story anecdote depth industry knowledge often nuanced hard fake inability stay relevant best thought leadership often reaction commentary current event ai model delay able tap current trend news development risk bias including diverse perspective know ai model faulty area even trained voice may overcome human emotion empathy engaging thought leadership requires writer highly empathetic tap emotion audience human adapt message context ai difficulty
ACoAAANnvUgBgBc_EOSq4LJy5mSWt8zyJ4Fu8Rw,https://www.linkedin.com/in/ACoAAANnvUgBgBc_EOSq4LJy5mSWt8zyJ4Fu8Rw,Eric A. Ridenour,"Versatile Professional Specializing in Digital Marketing, Writing, and Client Relations",https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7149754450465751040%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287149754450465751040%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,I like Ai but I can always tell it’s AI.,1,0,False,False,"1/7/2024, 1:31:37 PM",40,0.1901,neutral,1,like ai always tell ai
ACoAAAAC2VAB5eBLqsbJKUOgKePQhnDOb9vMejA,https://www.linkedin.com/in/ACoAAAAC2VAB5eBLqsbJKUOgKePQhnDOb9vMejA,Jason Smith,CEO @ Klue | Competitive Enablement for the Modern Enterprise,https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128853529284280321%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128853529284280321%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,Cool idea! But needs more prompting love. This piece is crap compared to the OG Holmes.,6,2,False,False,"11/10/2023, 9:18:49 PM",87,0.6965,positive,0,cool idea need prompting love piece crap compared og holmes
ACoAAABP6v4BxMdhgnGLM5EYX6PjZXscqToqdE8,https://www.linkedin.com/in/ACoAAABP6v4BxMdhgnGLM5EYX6PjZXscqToqdE8,Laura Dunn,"CEO, Dunn Marketing | Brand Strategist, Certified Marketing Pro | Creator of Empathy Driven Brand Building™",https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128793692022169600%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128793692022169600%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,"Wow - impressive! 
But I’m also curious - as the intended author, what do YOU think? Did it capture all the points you would have touched on yourself, and do you agree with the perspectives it did bring forth? How close do you think it is to your natural writing style? 

I think these tools are really wonderful for creating a base of content. But I also think it’s important to do the creative/objective thinking BEFORE using them, in order to capture original thought before being served up with the generated content - and then meld them together. 

Otherwise we’ll end up with a sea of sameness echoing across the ether under countless bylines, with no actual leadership contained in the thoughts.",6,1,False,False,"11/10/2023, 5:21:02 PM",707,0.9773,positive,0,wow impressive also curious intended author think capture point would touched agree perspective bring forth close think natural writing style think tool really wonderful creating base content also think important creative objective thinking using order capture original thought served generated content meld together otherwise end sea sameness echoing across ether countless bylines actual leadership contained thought
ACoAAAAuN7MBTcE-OPDXZAM5Hc8TK8gEIgawd50,https://www.linkedin.com/in/ACoAAAAuN7MBTcE-OPDXZAM5Hc8TK8gEIgawd50,Andreas Thatcher,Corporate narratives create clarity in noisy markets.,https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128821771713081344%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128821771713081344%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,In this case what ai writes is not actually a thought. It only becomes one when we read it.,5,0,False,False,"11/10/2023, 7:12:37 PM",91,0.0,neutral,1,case ai writes actually thought becomes one read
ACoAAASaWQMBZbK_awthADenL1emTQEM28vWDhc,https://www.linkedin.com/in/ACoAAASaWQMBZbK_awthADenL1emTQEM28vWDhc,Zsuzsa Kecsmar,"Powering loyalty programs with tech. Proud co-founder and Chief Strategy Officer at Antavo, a loyalty program technology (Gartner & Forrester Recognized Vendor) // Click FOLLOW for #loyalty #loyaltyprogram #technology",https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128808668556316672%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128808668556316672%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,Is this GPT available only to you? When clicking the link it does not let me access.,2,2,False,False,"11/10/2023, 6:20:33 PM",84,0.0,neutral,1,gpt available clicking link let access
ACoAAAbuVXgB1HumgR4ehqqyQJiyX1bJbEd_Bqk,https://www.linkedin.com/in/ACoAAAbuVXgB1HumgR4ehqqyQJiyX1bJbEd_Bqk,Mark Borum,"Partnerships @ Nift | 3X Founder (8-figures, 7-figures, and a dud) | Investor. Advisor. Bourbon Lover | Exploring the tactics and stories from the best entrepreneurs on the planet",https://www.linkedin.com/feed/update/urn:li:activity:7128784040467300352?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7128784040467300352%2C7128824178924761088%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287128824178924761088%2Curn%3Ali%3Aactivity%3A7128784040467300352%29,"Fear for your job!! The AI magic touch is smarter, faster, and gooder than you.",1,0,False,False,"11/10/2023, 7:22:11 PM",79,-0.1984,negative,2,fear job ai magic touch smarter faster gooder
ACoAAAm3U6wBaSnpfe1amhjBlIott8UaT_Ep0Xg,https://www.linkedin.com/in/ACoAAAm3U6wBaSnpfe1amhjBlIott8UaT_Ep0Xg,Howard Stein,President at Home Helpers Home Care,https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130281360627273728%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130281360627273728%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,"Would you drive a car blindfolded? Then why run a business and ignore your own data? How do you make a business plan and set goals without reviewing data, but that is the point. You can't. ?? ",1,1,False,False,"11/14/2023, 7:52:30 PM",192,-0.4039,negative,2,would drive car blindfolded run business ignore data make business plan set goal without reviewing data point
ACoAAADeZqsBQ0nX5bqVV-6pq2rUqIm27gPjyXU,https://www.linkedin.com/in/ACoAAADeZqsBQ0nX5bqVV-6pq2rUqIm27gPjyXU,Brandon Morris,"Business App Extraordinaire! Franchisor's best friend! QuickBooks ROCKSTAR, all around GREAT guy! Changing the world for the better, one step at a time! Franchisor's friend! We make apps work for you!",https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130239586118586368%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130239586118586368%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,Great insight! ??,1,0,False,False,"11/14/2023, 5:06:30 PM",17,0.6958,positive,0,great insight
ACoAAAA-oIkBQ0Hb84jEaHWvxfj-QxQfubyxCdY,https://www.linkedin.com/in/ACoAAAA-oIkBQ0Hb84jEaHWvxfj-QxQfubyxCdY,David Christopher Lee SEO,"Creative AI SEO Content/Photo Strategies for Brands, Celebrities, and Entrepreneurs",https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130239845980848128%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130239845980848128%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,"Great post, keep up the good work! ",2,1,False,False,"11/14/2023, 5:07:32 PM",35,0.807,positive,0,great post keep good work
ACoAAACBWXwBWnCgVR1tKAeaJcAxL_JMFS5sZ-w,https://www.linkedin.com/in/ACoAAACBWXwBWnCgVR1tKAeaJcAxL_JMFS5sZ-w,Bill Combes,I help companies build and grow their businesses using the latest Digital Marketing processes for lead generation and content marketing,https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130287438266040320%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130287438266040320%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,"I've been running ads for roofing companies for 10+ years.  If I could get 1 owner of the hundreds of companies we have worked with to look at one piece of data, it would be a miracle.  :)  ",1,0,False,False,"11/14/2023, 8:16:39 PM",190,0.7783,positive,0,running ad roofing company year could get owner hundred company worked look one piece data would miracle
ACoAAAACA2gBGnTScmhhDMWM1O7sv6ZTI5vEAcY,https://www.linkedin.com/in/ACoAAAACA2gBGnTScmhhDMWM1O7sv6ZTI5vEAcY,David Greenberg,"?? Founder of the ???? ?????? ?????????? ???????? for purpose-driven coaches and experts | ? Animist, Occultist, Youtuber & Educator | ?? World traveler",https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7132360215475154944%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287132360215475154944%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,"Thanks, Bryan.  I never delegate the measurement of any numbers related to my business that I don't fully overstand myself first.",1,1,False,False,"11/20/2023, 1:33:08 PM",129,0.4404,positive,0,thanks bryan never delegate measurement number related business fully overstand first
ACoAAACFUvoBz1eRQisV7Kjo2UYVWhr9bWVW-mk,https://www.linkedin.com/in/ACoAAACFUvoBz1eRQisV7Kjo2UYVWhr9bWVW-mk,Yvonne DiVita Author Specialist and Book Whisperer,"?? ???????? ?????????????????? | Author | Book Coach | Author Specialist | Helping passionate professionals and entrepreneurs create authority, build thought leadership, and create community with their published book.",https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130244440572481539%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130244440572481539%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,"I'm a little afraid of the truth, to be honest, Bryan Eisenberg. ",1,0,False,False,"11/14/2023, 5:25:48 PM",65,0.6808,positive,0,little afraid truth honest bryan eisenberg
ACoAABaO40YBA_nSZE5UGg4JgQ_epDiX68-8v6Y,https://www.linkedin.com/in/ACoAABaO40YBA_nSZE5UGg4JgQ_epDiX68-8v6Y,Surendar Kumar,I tell businesses how to swim in digital ocean!,https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130240305374670848%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130240305374670848%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,Thank you for sharing your insights on why some home service business owners struggle with analyzing their data. ??,1,0,False,False,"11/14/2023, 5:09:22 PM",115,0.5204,positive,0,thank sharing insight home service business owner struggle analyzing data
ACoAAAAAGjoB6ge9G3Kv-aRUT1pLqX_h8Ae2y1U,https://www.linkedin.com/in/ACoAAAAAGjoB6ge9G3Kv-aRUT1pLqX_h8Ae2y1U,Bryan Eisenberg,25+ years of business optimization experience.,https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7132360215475154944%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7132362028349865984%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287132360215475154944%2Curn%3Ali%3Aactivity%3A7130238953906946048%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%287132362028349865984%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,"David Greenberg I can understand that. However, are you a tax expert and do your own taxes as well? An expert in business analysis can often find insights that an owner can’t. You should have numbers you use and understand for your day to day activities.",0,0,True,True,"11/20/2023, 1:40:20 PM",254,0.2732,neutral,1,david greenberg understand however tax expert tax well expert business analysis often find insight owner number use understand day day activity
ACoAAEGcT3cBnfSpixAeAViuQgOfIo-gAqxbLOs,https://www.linkedin.com/in/ACoAAEGcT3cBnfSpixAeAViuQgOfIo-gAqxbLOs,Talha Raza,Guest posting and content writing expert. #guestposting #content writing #seo #blogging #webdevelpor #leadgeneration,https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130239845980848128%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130260187600347136%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130239845980848128%2Curn%3Ali%3Aactivity%3A7130238953906946048%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%287130260187600347136%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,right,3,0,True,False,"11/14/2023, 6:28:22 PM",5,0.0,neutral,1,right
ACoAAAAAGjoB6ge9G3Kv-aRUT1pLqX_h8Ae2y1U,https://www.linkedin.com/in/ACoAAAAAGjoB6ge9G3Kv-aRUT1pLqX_h8Ae2y1U,Bryan Eisenberg,25+ years of business optimization experience.,https://www.linkedin.com/feed/update/urn:li:activity:7130238953906946048?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130281360627273728%29&replyUrn=urn%3Ali%3Acomment%3A%28activity%3A7130238953906946048%2C7130285653870735362%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130281360627273728%2Curn%3Ali%3Aactivity%3A7130238953906946048%29&dashReplyUrn=urn%3Ali%3Afsd_comment%3A%287130285653870735362%2Curn%3Ali%3Aactivity%3A7130238953906946048%29,Howard Stein you would be shocked at how many businesses doing 5-50 million dollars a year never have a true business analysis performed regularly.,0,0,True,True,"11/14/2023, 8:09:34 PM",147,-0.5621,negative,2,howard stein would shocked many business million dollar year never true business analysis performed regularly
ACoAAAAejjwB5ItSUP4GEA2dwP5_k7JXTRsi034,https://www.linkedin.com/in/ACoAAAAejjwB5ItSUP4GEA2dwP5_k7JXTRsi034,Jennifer Jones Newbill,Talent Acquisition Global Leader at Dell Technologies currently leading Emerging Talent recruiting and programs.,https://www.linkedin.com/feed/update/urn:li:activity:7130588869023993856?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130588869023993856%2C7130646902236188672%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130646902236188672%2Curn%3Ali%3Aactivity%3A7130588869023993856%29,"commenting for reach!
",1,2,False,False,"11/15/2023, 8:05:02 PM",23,0.1007,neutral,1,commenting reach
ACoAABdRwNsB3EYpoL9U8UJW4k9NoIYOwqKtatw,https://www.linkedin.com/in/ACoAABdRwNsB3EYpoL9U8UJW4k9NoIYOwqKtatw,Conrad Trzeciecki,"Accomplished Performance Marketer | Experienced Digital Growth Strategist | Known for Increasing Business Volumes | NASCAR Consultant | Former Bank of the West, Bank of Montreal, MotorTrend Group, Edmunds",https://www.linkedin.com/feed/update/urn:li:activity:7130588869023993856?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A7130588869023993856%2C7130655372427612160%29&dashCommentUrn=urn%3Ali%3Afsd_comment%3A%287130655372427612160%2Curn%3Ali%3Aactivity%3A7130588869023993856%29,"Hi Alison J. Herzog - very exciting role! I've submitted an application. Hope to talk soon. 

Best,
Conrad ",1,0,False,False,"11/15/2023, 8:38:41 PM",110,0.8976,positive,0,hi alison j herzog exciting role submitted application hope talk soon best conrad
